ï»¿web-scraper-order,web-scraper-start-url,department,department-href,courseprefix,course_id,title,lectures,labs,units,prequisites,concurrent,corequisites,recommended,term_offered,description,,
1539934827-1104,http://catalog.calpoly.edu/coursesaz,Materials Engineering (MATE),http://catalog.calpoly.edu/coursesaz/mate/,MATE,MATE 460,Materials Selection in Mechanical Design,4,,4,MATE 350,,,,"F, W, SP",Materials-based approach to mechanical design.  Using mechanical and physical properties of materials (performance indices) to select structural materials for applications (Materials Selection Charts).  Detailed background of material properties - information from materials and mechanics.  Numerous case studies highlight the concepts covered.  4 lectures.,,
1539934827-1105,http://catalog.calpoly.edu/coursesaz,Materials Engineering (MATE),http://catalog.calpoly.edu/coursesaz/mate/,MATE,MATE 470,Selected Advanced Topics,1 to 4,,1-4,Consent of instructor,,,,TBD,Directed group study of selected topics for advanced students.  Open to undergraduate and graduate students.  The Schedule of Classes will list title selected.  Total credit limited to 8 units.  1 to 4 lectures.,,
1539934827-1106,http://catalog.calpoly.edu/coursesaz,Materials Engineering (MATE),http://catalog.calpoly.edu/coursesaz/mate/,MATE,MATE 471,Selected Advanced Laboratory,,1 to 4,1-4,Consent of instructor,,,,TBD,Directed group laboratory study of selected topics for advanced students.  Open to undergraduate and graduate students.  The Schedule of Classes will list title selected.  Total credit limited to 8 units.  1 to 4 laboratories.,,
1539934827-1107,http://catalog.calpoly.edu/coursesaz,Materials Engineering (MATE),http://catalog.calpoly.edu/coursesaz/mate/,MATE,MATE 482,Senior Project I,,1,1,IME 144; senior standing; and Materials Engineering major,,,,F,"Foundations of senior project design.  Completion of the preliminary stages of selecting a senior project, designing experiments, evaluating realistic constraints, conducting initial experiments, and managing a project timeline.  1 laboratory.",,
1539934827-1108,http://catalog.calpoly.edu/coursesaz,Materials Engineering (MATE),http://catalog.calpoly.edu/coursesaz/mate/,MATE,MATE 483,Senior Project II,,2,2,MATE 482,,,,W,"Continuation of senior project.  Completion of a senior project experimental component under the guidance of a faculty supervisor.  Research methodology, experimental design, experimental work and data analysis.  2 laboratories.",,
1539934827-1109,http://catalog.calpoly.edu/coursesaz,Materials Engineering (MATE),http://catalog.calpoly.edu/coursesaz/mate/,MATE,MATE 484,Senior Project III,,2,2,MATE 483,,,,SP,Continuation of MATE 483.  Completion of a senior project data analysis and communication under the guidance of a faculty supervisor.  Mathematical modeling and technical communication.  2 laboratories.,,
1539934827-1110,http://catalog.calpoly.edu/coursesaz,Materials Engineering (MATE),http://catalog.calpoly.edu/coursesaz/mate/,MATE,MATE 495,Cooperative Education Experience,,,12,Sophomore standing and consent of instructor,,,,"F,W,SP,SU","Full-time work experience in business, industry, government, and other areas of student career interest.  Positions are paid and usually require relocation and registration in course for two consecutive quarters.  A more fully developed formal report and evaluation by work supervisor required.  Credit/No Credit grading only.  No major credit allowed; total credit limited to 24 units.",,
1539934827-1111,http://catalog.calpoly.edu/coursesaz,Materials Engineering (MATE),http://catalog.calpoly.edu/coursesaz/mate/,MATE,MATE 500,Individual Study,,,1-4,"Consent of department head, graduate advisor, or supervising faculty member",,,,"F,W,SP,SU",Advanced study planned and completed under the direction of a member of department faculty.  Open only to graduate students who have demonstrated ability to do independent work.  Enrollment by petition.  Total credit limited to 12 units.,,
1539934827-1112,http://catalog.calpoly.edu/coursesaz,Materials Engineering (MATE),http://catalog.calpoly.edu/coursesaz/mate/,MATE,MATE 510,Materials Analysis,4,,4,MATE 210 and graduate standing,,,MATE 401,"F, W, SP","Fundamentals of materials characterization methods and thin-film microanalytical techniques, including optical techniques, electron microscopy, X-ray techniques, and ion beam techniques.  Selection of surface analysis techniques.  4 lectures.",,
1539934827-1113,http://catalog.calpoly.edu/coursesaz,Materials Engineering (MATE),http://catalog.calpoly.edu/coursesaz/mate/,MATE,MATE 522,Advanced Ceramics,4,,4,MATE 210 and graduate standing,,,,"F, W, SP","Development, utilization, and control of properties in ceramic materials (inorganic-nonmetallic solids).  Emphasis on application on processing to achieve structure and properties.  Structure of crystalline ceramics and of glasses.  Mechanical, thermal, optical, magnetic, and electrical properties.  Application of ceramics in technology.  Physical chemistry of ceramics.  4 lectures.",,
1539934827-1114,http://catalog.calpoly.edu/coursesaz,Materials Engineering (MATE),http://catalog.calpoly.edu/coursesaz/mate/,MATE,MATE 530,Biomaterials,4,,4,"BIO 161, or BIO 213 and BMED/BRAE 213; MATE 210 and graduate standing or consent of instructor",,,,"F, W","Structure-function relationships for materials in contact with biological systems.  Interactions of materials implanted in the body.  Histological and hematological considerations including foreign body responses, inflammation, carcinogenicity, thrombosis, hemolysis, immunogenic and toxic properties.  Microbial interaction with material surfaces, degradation.  4 lectures.  Crosslisted as BMED/MATE 530.",,
1539934827-1115,http://catalog.calpoly.edu/coursesaz,Materials Engineering (MATE),http://catalog.calpoly.edu/coursesaz/mate/,MATE,MATE 550,Micro Systems,4,,4,Graduate standing,,,,"F, W, SP","Fundamentals of intelligent systems employing sensors, actuators and intelligent controls.  Impact on material properties as devices shrink in the micrometer realm.  Applications toward exploring nanotechnology.  4 lectures.",,
1539934827-1116,http://catalog.calpoly.edu/coursesaz,Materials Engineering (MATE),http://catalog.calpoly.edu/coursesaz/mate/,MATE,MATE 570,Selected Advanced Topics,4,,1-4,Graduate standing or consent of instructor,,,,TBD,Directed group study of selected topics for graduate students.  Open to undergraduate and graduate students.  The Schedule of Classes will list title selected.  Total credit limited to 8 units.  1-4 lectures.,,
1539934827-1117,http://catalog.calpoly.edu/coursesaz,Materials Engineering (MATE),http://catalog.calpoly.edu/coursesaz/mate/,MATE,MATE 571,Selected Advanced Laboratory,,4,1-4,Senior or graduate standing or consent of instructor,,,,TBD,Directed group laboratory study of selected topics for advanced students.  The Schedule of Classes will list title selected.  Total credit limited to 8 units.  1-4 laboratories.,,
1539934827-1118,http://catalog.calpoly.edu/coursesaz,Materials Engineering (MATE),http://catalog.calpoly.edu/coursesaz/mate/,MATE,MATE 590,Solidification and Densification,4,,4,MATE 210 and graduate standing,,,,"F, W, SP","Thermodynamics, kinetics and morphologies of solid-liquid interfaces.  Heat flow in castings, crystal growth.  Solidification mechanics, solute redistribution.  Production, characterization and testing of metal powders.  Compacting of powder.  Sintering with/without liquid phase.  Hot pressing, properties of sinterings as a function of processing conditions.  Application of theory to the production of useful materials.  4 lectures.",,
1539934827-1119,http://catalog.calpoly.edu/coursesaz,Materials Engineering (MATE),http://catalog.calpoly.edu/coursesaz/mate/,MATE,MATE 599,Design Project (Thesis),,,2-5,Graduate standing,,,,"F,W,SP,SU","Each individual or group will be assigned a project for solution under faculty supervision as a requirement for the master's degree, culminating in a written report/thesis.",,
1539934824-964,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 112,Nature of Modern Math,4,,4,Passing score on ELM examination; or an ELM exemption; or MATH 96 (formerly MATH 104); or MATH 115; or appropriate Math Placement Level,,,,"W, SP","Topics from contemporary mathematics, their development, applications, and role in society.  Some typical topics, to be chosen by the instructor:  graph theory, critical path analysis, statistical inference, coding, game theory, and symmetry.  4 lectures.  Fulfills GE Area B1; for students admitted Fall 2016 or later, a grade of C- or better in one GE Area B1 course is required to fulfill GE Area B.",,
1539934824-965,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 115,Stretch Precalculus Algebra I,3,,3,Appropriate Math Placement Level,MATH 95,,,"F, W","Pre-calculus college algebra without trigonometry with built-in review of basic algebra skills necessary to be successful in pre-calculus.  MATH 115 or MATH 116, and MATH 117 are equivalent to MATH 118, but are taught at a slower pace.  Upon completion of MATH 115 or MATH 116, and MATH 117, a student will receive 4 units of GE credit for Area B1.  Students admitted Fall 2016 or later need a grade of C- or better in one of their GE Area B1 requirements in order to fulfill GE Area B.  Not open to students with credit in MATH 116, MATH 118, MATH 141, MATH 161, or MATH 221.  3 lectures.",,
1539934824-966,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 116,Precalculus Algebra I,3,,3,Passing score on ELM examination; or an ELM exemption; or MATH 96 (formerly MATH 104); or appropriate Math Placement Level,,,,"F, W, SP","Pre-calculus college algebra without trigonometry.  Special products and factoring, exponents and radicals.  Fractional and polynomial equations.  Matrices, determinants, and systems of equations.  Polynomial, rational, exponential, and logarithmic functions.  Graphing, inequalities, absolute value, and complex numbers.  MATH 115 or MATH 116, and MATH 117 are equivalent to MATH 118, but are taught at a slower pace.  Upon completion of MATH 115 or MATH 116, and MATH 117, a student will receive 4 units of GE credit for Area B1.  Students admitted Fall 2016 or later need a grade of C- or better in one of their GE Area B1 requirements in order to fulfill GE Area B.  Not open to students with credit in MATH 115, MATH 118, MATH 141, MATH 161, or MATH 221.  Credit will be granted in only one of the following courses:  MATH 115, MATH 116, or MATH 118.  3 lectures.",,
1539934824-967,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 117,Precalculus Algebra II,3,,3,MATH 115 with a grade of C- or better; MATH 116 with a grade of C- or better; or consent of instructor,,,,"F, W, SP","Pre-calculus college algebra without trigonometry.  Special products and factoring, exponents and radicals.  Fractional and polynomial equations.  Matrices, determinants, and systems of equations.  Polynomial, rational, exponential, and logarithmic functions.  Graphing, inequalities, absolute value, and complex numbers.  MATH 115 or MATH 116, and MATH 117 are equivalent to MATH 118, but are taught at a slower pace.  Upon completion of MATH 115 or MATH 116, and MATH 117, a student will receive 4 units of GE credit for Area B1.  Students admitted Fall 2016 or later need a grade of C- or better in one of their GE Area B1 requirements in order to fulfill GE Area B.  Not open to students with credit in MATH 118.  3 lectures.",,
1539934824-968,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 118,Precalculus Algebra,4,,4,Completion of ELM requirement and passing score on appropriate Mathematics Placement Examination; or appropriate Math Level Placement,,,,"F,W,SP,SU","Pre-calculus algebra without trigonometry.  Special products and factoring, exponents and radicals.  Fractional and polynomial equations.  Matrices, determinants, and systems of equations.  Polynomial, rational, exponential, and logarithmic functions.  Graphing, inequalities, absolute value, and complex numbers.  MATH 118 is equivalent to MATH 115 or MATH 116, and MATH 117.  Not open to students with credit in MATH 117, MATH 141, MATH 161, or MATH 221.  Credit will be granted in only one of the following courses:  MATH 115, MATH 116, or MATH 118.  4 lectures.  Fulfills GE Area B1; for students admitted Fall 2016 or later, a grade of C- or better in one GE Area B1 course is required to fulfill GE Area B.",,
1539934824-969,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 119,Precalculus Trigonometry,4,,4,Completion of ELM requirement and passing score on appropriate Mathematics Placement Examination; or appropriate Math Placement Level; or MATH 117; or MATH 118,,,,"F, W, SP","Rectangular and polar coordinates.  Trigonometric functions, fundamental identities.  Inverse trigonometric functions and relations.  Vectors, complex numbers, conic sections, and analytic geometry.  Not open to students with credit in MATH 141, MATH 161, or MATH 221.  4 lectures.  Fulfills GE Area B1; for students admitted Fall 2016 or later, a grade of C- or better in one GE Area B1 course is required to fulfill GE Area B.",,
1539934824-970,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 126,Pre-Calculus Algebra Workshop I,,1,1,,Enrollment in the associated section of MATH 116,,,TBD,"Facilitated study and discussion of the theory, problems, and applications of precalculus algebra.  Credit/No Credit grading only.  1 laboratory.",,
1539934824-971,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 127,Pre-Calculus Algebra Workshop II,,1,1,,Enrollment in the associated section of MATH 117,,,TBD,"Facilitated study and discussion of the theory, problems, and applications of pre-calculus algebra.  Credit/No Credit grading only.  1 laboratory.",,
1539934824-972,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 128,Pre-Calculus Algebra Workshop,,1,1,,Enrollment in the associated section of MATH 118,,,TBD,"Facilitated study and discussion of the theory, problems, and applications of pre-calculus algebra.  Credit/No Credit grading only.  1 laboratory.",,
1539934824-973,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 129,Precalculus Trigonometry Workshop,,1,1,,,,,TBD,"Facilitated study and discussion of the theory, problems, and applications of pre-calculus trigonometry.  Credit/No Credit grading only.  1 laboratory.",,
1539934824-974,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 141,Calculus I,4,,4,Completion of ELM requirement and passing score on Mathematics Placement Examination; or appropriate Math Placement Level; or MATH 118 and high school trigonometry; or MATH 119,,,,"F,W,SP,SU","Limits, continuity, differentiation.  Introduction to integration.  4 lectures.  Crosslisted as HNRS/MATH 141.  Fulfills GE Area B1; for students admitted Fall 2016 or later, a grade of C- or better in one GE Area B1 course is required to fulfill GE Area B.",,
1539934824-975,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 142,Calculus II,4,,4,MATH 141 with a grade of C- or better or consent of instructor,,,,"F,W,SP,SU","Techniques of integration, applications to physics, transcendental functions.  4 lectures.  Crosslisted as HNRS/MATH 142.  Fulfills GE B1; for students admitted Fall 2016 or later, a grade of C- or better in one GE B1 course is required to fulfill GE Area B.",,
1539934824-976,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 143,Calculus III,4,,4,MATH 142 with a grade of C- or better or consent of instructor,,,,"F,W,SP,SU","Infinite sequences and series, vector algebra, curves.  4 lectures.  Crosslisted as HNRS/MATH 143.  Fulfills GE B1; for students admitted Fall 2016 or later, a grade of C- or better in one GE B1 course is required to fulfill GE Area B.",,
1539934824-977,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 151,Calculus Workshop I,,1,1,,Enrollment in the associated section of MATH 141,,,TBD,"Facilitated study and discussion of the theory, problems, and applications of calculus.  Credit/No Credit grading only.  1 laboratory.",,
1539934824-978,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 152,Calculus Workshop II,,1,1,,Enrollment in the associated section of MATH 142,,,TBD,"Facilitated study and discussion of the theory, problems, and applications of calculus.  Credit/No Credit grading only.  1 laboratory.",,
1539934824-979,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 153,Calculus Workshop III,,1,1,,Enrollment in the associated section of MATH 143,,,TBD,"Facilitated study and discussion of the theory, problems, and applications of calculus.  Credit/No Credit grading only.  1 laboratory.",,
1539934824-980,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 161,Calculus for the Life Sciences I,4,,4,Completion of ELM requirement and passing score on Mathematics Placement Examination; or appropriate Math Placement Level; or MATH 118,,,,"W, SP, SU","Review of exponential, logarithmic, and trigonometric functions.  Differential and integral calculus with applications to the biological sciences.  Introduction to differential equations and mathematical modeling.  Examples, exercises and applications to emphasize problems in life sciences.  Not open to students with credit in MATH 141.  4 lectures.  Fulfills GE Area B1; for students admitted Fall 2016 or later, a grade of C- or better in one GE Area B1 course is required to fulfill GE Area B.",,
1539934824-981,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 162,Calculus for the Life Sciences II,4,,4,MATH 161,,,,"F, SP, SU","Review of exponential, logarithmic, and trigonometric functions.  Differential and integral calculus with applications to the biological sciences.  Introduction to differential equations and mathematical modeling.  Examples, exercises and applications to emphasize problems in life sciences.  Not open to students with credit in MATH 142.  4 lectures.  Fulfills GE B1; for students admitted Fall 2016 or later, a grade of C- or better in one GE B1 course is required to fulfill GE Area B.",,
1539934824-982,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 171,Calculus for the Life Sciences Workshop I,,1,1,,Enrollment in the associated section of MATH 161,,,TBD,"Facilitated study and discussion of the theory, problems, and applications of calculus for the life sciences.  Credit/No Credit grading only.  1 laboratory.",,
1539934824-983,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 172,Calculus for the Life Sciences Workshop II,,1,1,,Enrollment in the associated section of MATH 162,,,TBD,"Facilitated study and discussion of the theory, problems, and applications of calculus for the life sciences.  Credit/No Credit grading only.  1 laboratory.",,
1539934824-984,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 182,Calculus for Architecture and Construction Management,4,,4,MATH 141,,,,"W, SP","Integral calculus with applications to architecture and construction management.  The algebra of vectors.  Polar, cylindrical, and spherical coordinate systems.  Not open to students with credit in MATH 142.  4 lectures.  Fulfills GE B1; for students admitted Fall 2016 or later, a grade of C- or better in one GE B1 course is required to fulfill GE Area B.",,
1539934824-985,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 192,Calculus for Architecture and Construction Management Workshop,,1,1,,Enrollment in the associated section of MATH 182,,,TBD,"Facilitated study and discussion of the theory, problems, and applications of calculus to architecture and construction management.  Credit/No Credit grading only.  1 laboratory.",,
1539934824-986,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 202,Orientation to Mathematics Major,1,,1,MATH 143,,,,"F, SP","Career opportunities in the field of mathematics, preparing a field of study, and a survey of departmental facilities and procedures related to research, study and graduation.  Credit/No Credit grading only.  1 lecture.",,
1539934824-987,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 206,Linear Algebra I,4,,4,MATH 143,,,,"F,W,SP,SU","Systems of linear equations.  Matrix algebra, including inverses and determinants.  Vectors, vector spaces, bases and linear transformations in real coordinate space of n dimensions.  Eigenvalues, eigenvectors and diagonalization.  Applications of linear algebra.  Introduction to inner products and orthogonality.  4 lectures.",,
1539934824-988,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 221,Calculus for Business and Economics,4,,4,Completion of ELM requirement and passing score on appropriate Mathematics Placement Examination; or appropriate Math Placement Level; or MATH 118,,,,"W, SP","Polynomial calculus for optimization and marginal analysis, and elementary integration.  Not open to students with credit in MATH 142.  4 lectures.  Fulfills GE Area B1; for students admitted Fall 2016 or later, a grade of C- or better in one GE Area B1 course is required to fulfill GE Area B.",,
1539934824-989,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 227,Mathematics for Elementary Teaching I,4,,4,Passing score on ELM examination; or an ELM exemption; or MATH 96 (formerly MATH 104); or MATH 115; or appropriate Math Placement Level,,,,"F, W","Introduction to problem solving, set theory, number systems, arithmetic operations, models, and number theory.  This class is designed for Liberal Studies majors.  Other students will be admitted only by consent of instructor.  4 lectures.  Fulfills GE Area B1; for students admitted Fall 2016 or later, a grade of C- or better in one GE Area B1 course is required to fulfill GE Area B.",,
1539934824-990,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 231,Calculus for Business and Economics Workshop,,1,1,,Enrollment in the associated section of MATH 221,,,TBD,"Facilitated study and discussion of the theory, problems, and applications of business calculus.  Credit/No Credit grading only.  1 laboratory.",,
1539934824-991,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 241,Calculus IV,4,,4,MATH 143,,,,"F,W,SP,SU","Partial derivatives, multiple integrals, introduction to vector analysis.  4 lectures.  Crosslisted as HNRS/MATH 241.",,
1539934824-992,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 242,Differential Equations I,4,,4,MATH 206 and MATH 241,,,,"W, SP","Ordinary differential equations:  first-order linear equations, separable equations, exact equations, second-order linear equations, nonhomogeneous equations, systems of first-order linear equations, systems of nonlinear equations, modeling and applications.  Not open to students with credit in MATH 244.  4 lectures.",,
1539934824-993,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 244,Linear Analysis I,4,,4,MATH 143,,,,"F,W,SP,SU","Separable and linear ordinary differential equations with selected applications; numerical and analytical solutions.  Linear algebra:  vectors in n-space, matrices, linear transformations, eigenvalues, eigenvectors, diagonalization; applications to the study of systems of linear differential equations.  4 lectures.  Crosslisted as HNRS/MATH 244.",,
1539934824-994,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 248,Methods of Proof in Mathematics,4,,4,MATH 143,,,,"F,W,SP,SU","Methods of proof (direct, contradiction, conditional, contraposition); valid and invalid arguments.  Examples from set theory.  Quantified statements and their negations.  Functions, indexed sets, set functions.  Proofs in number theory, algebra, geometry and analysis.  Proof by induction.  Equivalence and well-defined operations and functions.  The axiomatic method.  4 lectures.",,
1539934824-995,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 251,Calculus Workshop IV,,1,1,,Enrollment in the associated section of MATH 241,,,TBD,"Facilitated study and discussion of the theory, problems, and applications of calculus.  Credit/No Credit grading only.  1 laboratory.",,
1539934824-996,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 254,Linear Analysis Workshop I,,1,1,,Enrollment in the associated section of MATH 244,,,TBD,"Facilitated study and discussion of the theory, problems, and applications of linear analysis.  Credit/No Credit grading only.  1 laboratory.",,
1539934824-997,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 258,Methods of Proof in Mathematics Workshop,,1,1,,Enrollment in the associated section of MATH 248,,,TBD,Facilitated study and discussion of the methods and techniques of proof in mathematics.  Credit/No Credit grading only.  1 laboratory.,,
1539934824-998,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 270,Selected Topics,1 to 4,,1-4,Consent of instructor,,,,TBD,Directed group study of selected topics.  The Schedule of Classes will list title selected.  Total credit limited to 8 units.  1 to 4 lectures.,,
1539934824-999,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 300,Technology in Mathematics Education,4,,4,MATH 248,,,,F,Examination of existing hardware and software designed for educational uses.  Discussion of mathematical topics appropriate for computer enhancement.  Special methods and techniques for educational uses of computers.  Emphasis on activity learning and applications.  Computer as a classroom management device.  4 lectures.,,
1539934824-1000,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 304,Vector Analysis,4,,4,"MATH 206 or MATH 244, and MATH 241",,,,"W, SP","Differential and integral calculus of vector-valued functions.  Green's Theorem, Stokes' Theorem, and the Divergence Theorem.  Applications and generalizations.  4 lectures.  Fulfills GE B6.",,
1539934824-1001,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 306,Linear Algebra II,4,,4,"MATH 206 or MATH 244; MATH 241; and a C- or better in MATH 248, or consent of instructor",,,,"F, W, SP","Rigorous development of real and complex vector spaces, including infinite dimensional spaces.  Subspaces, bases, products and direct sums.  Examples and properties of linear transformations.  Similarity, eigenvalues, eigenvectors and diagonalization.  Characteristic and minimal polynomials, Cayley-Hamilton Theorem.  4 lectures.",,
1539934824-1002,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 316,Introduction to Linear Algebra Workshop II,,1,1,,Enrollment in the associated section of MATH 306,,,TBD,Facilitated study and discussion of the methods and techniques of proof in linear algebra.  Credit/No Credit grading only.  1 laboratory.,,
1539934824-1003,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 328,Mathematics for Elementary Teaching II,4,,4,MATH 227 with a grade of C- or better or consent of instructor,,,,"W, SP","Introduction to rational and real numbers, probability and counting techniques, statistics, and geometry.  Computer applications.  4 lectures.",,
1539934824-1004,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 329,Mathematics for Elementary Teaching III,4,,4,MATH 328,,,,"F, SP","Introduction to rational and real numbers, probability and counting techniques, statistics, and geometry.  Computer applications.  4 lectures.",,
1539934824-1005,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 330,Algebraic Thinking with Technology,4,,4,MATH 329,,,,"F, W","Algebraic concepts for elementary teachers.  Mathematical patterns, equations and inequalities, linear and quadratic functions, exponential and logarithmic functions, systems of equations, roots of polynomials, factoring of polynomials, and right-triangle trigonometry.  Computer applications.  4 lectures.",,
1539934824-1006,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 335,Graph Theory,4,,4,MATH 248 or junior standing,,,,F,"Introduction to graph theory and its applications:  isomorphism, paths and searching, connectedness, trees, tournaments, planarity, graph colorings, matching theory, network flow, adjacency and incidence matrices.  Further topics to be selected from the theory of finite state machines, Ramsey theory, extremal theory, and graphical enumeration.  4 lectures.",,
1539934824-1007,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 336,Combinatorial Math,4,,4,MATH 248 or junior standing,,,,"F, W","Methods of enumerative combinatorics:  sum, product, and division rules, bijective and recursive techniques, inclusion and exclusion, generating functions, and the finite difference calculus.  Advanced topics to be selected from the theory of partitions, Polya theory, designs, and codes.  4 lectures.",,
1539934824-1008,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 341,Theory of Numbers,4,,4,MATH 248 with a grade of C- or better or consent of instructor,,,,"F, SP","Properties of numbers.  Euclid's Algorithm, greatest common divisors, diophantine equations, prime numbers, congruences, number theoretic functions, the quadratic reciprocity laws, primitive roots and indices.  4 lectures.",,
1539934824-1009,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 344,Linear Analysis II,4,,4,"MATH 206 and MATH 242, or MATH 241 and MATH 244",,,,"F, W, SP","Linear methods applied to the solution of differential equations.  Laplace transforms.  Series solutions to ordinary differential equations.  Orthogonality in n-space, Gram-Schmidt orthogonalization and least squares methods.  Orthogonal bases in function spaces, Sturm-Liouville theory.  Fourier series and transforms.  Special functions of applied mathematics.  4 lectures.  Fulfills GE B6.",,
1539934824-1010,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 350,Mathematical Software,4,,4,"MATH 206 or MATH 244, and MATH 241, and an introductory college-level programming course, or consent of instructor",,,,SP,Problem-solving using mathematical software.  4 lectures.,,
